Volatility,Node,Date,Sit,INV,DNG,QNG,HHDiffit,Ft,COT,HHst,TFE,,,
0.003034329,East,1/23/2015,5.44,595,211562.80,116480.00,-2.490,2.907,1000469,2.95,265,,,
0.00025806,East,1/30/2015,5.44,553,211562.80,116480.00,-2.530,2.828,1014989,2.91,266,,,
0.742458092,East,2/6/2015,7.43,501,259140.25,132298.25,-4.710,2.655,1013349,2.72,267,,,
4.05696E-05,East,2/13/2015,7.43,458,259140.25,132298.25,-4.680,2.718,1002010,2.75,268,,,
0.001027285,East,2/20/2015,7.43,401,259140.25,132298.25,-4.530,2.844,984419,2.9,269,,,
0.00257786,East,2/27/2015,7.43,353,259140.25,132298.25,-4.300,2.821,983213,3.13,270,,,
0.306349378,East,3/6/2015,4.96,309,228602.50,149026.50,-1.920,2.772,973142,3.04,271,,,
0.021267361,East,3/13/2015,4.96,290,228602.50,149026.50,-2.200,2.739,987946,2.76,272,,,
0.000330579,East,3/20/2015,4.96,275,228602.50,149026.50,-2.160,2.818,956871,2.8,273,,,
2.14335E-05,East,3/27/2015,4.96,255,228602.50,149026.50,-2.170,2.701,998123,2.79,274,,,
0.164454544,East,4/3/2015,3.93,242,161389.00,143455.75,-1.290,2.651,997602,2.64,275,,,
0.000540833,East,4/10/2015,3.93,250,161389.00,143455.75,-1.260,2.598,1029544,2.67,276,,,
0.002267574,East,4/17/2015,3.93,271,161389.00,143455.75,-1.320,2.594,1018282,2.61,277,,,
5.73921E-05,East,4/24/2015,3.93,294,161389.00,143455.75,-1.330,2.556,1027660,2.6,278,,,
4.559669851,East,5/1/2015,6.74,310,115159.60,117867.00,-4.170,2.628,1013527,2.57,279,,,
0.001863258,East,5/8/2015,6.74,341,115159.60,117867.00,-3.990,2.798,1018067,2.75,280,,,
0.001061551,East,5/15/2015,6.74,371,115159.60,117867.00,-3.860,2.932,1028741,2.88,281,,,
0.000812102,East,5/22/2015,6.74,404,115159.60,117867.00,-3.750,2.942,983234,2.99,282,,,
0.002567111,East,5/29/2015,6.74,440,115159.60,117867.00,-3.940,2.746,1019431,2.8,283,,,
0.007446726,East,6/5/2015,6.25,470,144612.50,143788.25,-3.600,2.639,1030892,2.65,284,,,
0.001304012,East,6/12/2015,6.25,499,144612.50,143788.25,-3.470,2.803,1051377,2.78,285,,,
0.001195924,East,6/19/2015,6.25,524,144612.50,143788.25,-3.350,2.846,1048052,2.9,286,,,
0.000891067,East,6/26/2015,6.25,552,144612.50,143788.25,-3.450,2.768,1036572,2.8,287,,,
0.094400336,East,7/3/2015,7.3,584,126863.80,121047.60,-4.510,2.811,1034726,2.79,288,,,
7.86623E-05,East,7/10/2015,7.3,609,126863.80,121047.60,-4.550,2.731,1000887,2.75,289,,,
0.000946746,East,7/17/2015,7.3,627,126863.80,121047.60,-4.410,2.871,1000364,2.89,290,,,
5.14189E-06,East,7/24/2015,7.3,643,126863.80,121047.60,-4.420,2.839,962054,2.88,291,,,
5.11865E-06,East,7/31/2015,7.3,658,126863.80,121047.60,-4.430,2.796,973594,2.87,292,,,
0.000326116,East,8/7/2015,7.15,681,155646.75,153136.50,-4.350,2.794,970067,2.8,293,,,
0.000338222,East,8/14/2015,7.15,704,155646.75,153136.50,-4.270,2.841,977912,2.88,294,,,
0.000926896,East,8/21/2015,7.15,725,155646.75,153136.50,-4.400,2.716,942081,2.75,295,,,
0.00018595,East,8/28/2015,7.15,751,155646.75,153136.50,-4.460,2.676,922375,2.69,296,,,
0.009732752,East,9/4/2015,7.59,769,143579.00,149853.25,-4.900,2.684,927167,2.69,297,,,
4.16493E-06,East,9/11/2015,7.59,787,143579.00,149853.25,-4.890,2.684,904256,2.7,298,,,
0,East,9/18/2015,7.59,812,143579.00,149853.25,-4.890,2.681,905773,2.7,299,,,
0.000338741,East,9/25/2015,7.59,837,143579.00,149853.25,-4.980,2.575,906840,2.61,300,,,
0.327514879,East,10/2/2015,4.62,863,121951.80,124014.40,-2.130,2.511,943756,2.49,301,,,
0.002667019,East,10/9/2015,4.62,880,121951.80,124014.40,-2.240,2.479,967718,2.38,302,,,
0.001992985,East,10/16/2015,4.62,899,121951.80,124014.40,-2.140,2.475,989765,2.48,303,,,
0.002183597,East,10/23/2015,4.62,905,121951.80,124014.40,-2.240,2.399,990658,2.38,304,,,
0.013472577,East,10/30/2015,4.62,916,121951.80,124014.40,-2.500,2.153,1046280,2.12,305,,,
0.0016,East,11/6/2015,4.42,929,171224.00,152726.00,-2.400,2.301,998745,2.02,306,,,
0.00140625,East,11/13/2015,4.42,934,171224.00,152726.00,-2.310,2.31,1004080,2.11,307,,,
7.49611E-05,East,11/20/2015,4.42,935,171224.00,152726.00,-2.330,2.305,990097,2.09,308,,,
0.000663118,East,11/27/2015,4.42,919,171224.00,152726.00,-2.270,2.205,1005820,2.15,309,,,
0.201905723,East,12/4/2015,5.42,910,186506.75,163117.25,-3.290,2.2,1001636,2.13,310,,,
0.002669968,East,12/11/2015,5.42,894,186506.75,163117.25,-3.460,2.041,1034263,1.96,311,,,
0.004811387,East,12/18/2015,5.42,894,186506.75,163117.25,-3.700,1.806,997935,1.72,312,,,
0.000116874,East,12/25/2015,5.42,876,186506.75,163117.25,-3.740,1.953,982886,1.68,313,,,
0.309302525,East,1/1/2016,3.93,857,202858.00,134828.40,-1.660,2.288,935925,2.27,314,,,
0.004391058,East,1/8/2016,3.93,802,202858.00,134828.40,-1.550,2.356,901080,2.38,315,,,
0.001498439,East,1/15/2016,3.93,758,202858.00,134828.40,-1.610,2.232,911328,2.32,316,,,
0.005555341,East,1/22/2016,3.93,695,202858.00,134828.40,-1.730,2.122,895870,2.2,317,,,
0.00013365,East,1/29/2016,3.93,641,202858.00,134828.40,-1.710,2.201,947373,2.22,318,,,
0.078793475,East,2/5/2016,4.3,620,222327.25,163823.50,-2.190,2.05,955454,2.11,319,,,
0.000521257,East,2/12/2016,4.3,568,222327.25,163823.50,-2.140,2.049,1011059,2.16,320,,,
0.010568609,East,2/19/2016,4.3,512,222327.25,163823.50,-2.360,1.875,1034296,1.94,321,,,
0.002585464,East,2/26/2016,4.3,495,222327.25,163823.50,-2.480,1.777,1042618,1.82,322,,,
0.068694719,East,3/4/2016,3.4,464,187474.75,171410.75,-1.830,1.687,1072608,1.57,323,,,
0.001463167,East,3/11/2016,3.4,452,187474.75,171410.75,-1.760,1.753,1109271,1.64,324,,,
0.007263688,East,3/18/2016,3.4,453,187474.75,171410.75,-1.610,1.876,1070818,1.79,325,,,
0,East,3/25/2016,3.4,439,187474.75,171410.75,-1.610,1.823,1073459,1.79,326,,,
0.085220478,East,4/1/2016,3.94,434,133185.40,131854.80,-2.080,1.932,1094070,1.86,327,,,
0.002311391,East,4/8/2016,3.94,419,133185.40,131854.80,-1.980,1.974,1131760,1.96,328,,,
0.000918274,East,4/15/2016,3.94,408,133185.40,131854.80,-2.040,1.965,1157059,1.9,329,,,
2.40292E-05,East,4/22/2016,3.94,431,133185.40,131854.80,-2.030,2.061,1098995,1.91,330,,,
2.42665E-05,East,4/29/2016,3.94,454,133185.40,131854.80,-2.020,2.069,1106944,1.92,331,,,
0.189785315,East,5/6/2016,4.86,468,149864.75,169675.00,-2.900,2.089,1073563,1.96,332,,,
0.00019025,East,5/13/2016,4.86,490,149864.75,169675.00,-2.860,2.136,1088763,2,333,,,
0.00147929,East,5/20/2016,4.86,511,149864.75,169675.00,-2.970,2.036,1076282,1.89,334,,,
0.000283418,East,5/27/2016,4.86,537,149864.75,169675.00,-3.020,2.032,1075414,1.84,335,,,
0.058429455,East,6/3/2016,5.9,559,150728.25,163580.25,-3.750,2.356,1051119,2.15,336,,,
0.003136,East,6/10/2016,5.9,585,150728.25,163580.25,-3.540,2.516,1073841,2.36,337,,,
0.004221328,East,6/17/2016,5.9,612,150728.25,163580.25,-3.310,2.597,1075469,2.59,338,,,
0.002336598,East,6/24/2016,5.9,632,150728.25,163580.25,-3.150,2.71,1063784,2.75,339,,,
0.211892164,East,7/1/2016,7.49,654,137953.20,136147.80,-4.600,2.881,1057182,2.89,340,,,
0.000231569,East,7/8/2016,7.49,678,137953.20,136147.80,-4.670,2.782,1022505,2.82,341,,,
4.58528E-06,East,7/15/2016,7.49,697,137953.20,136147.80,-4.680,2.731,1007203,2.81,342,,,
1.82628E-05,East,7/22/2016,7.49,715,137953.20,136147.80,-4.700,2.715,960843,2.79,343,,,
0.00016297,East,7/29/2016,7.49,729,137953.20,136147.80,-4.640,2.776,1008978,2.85,344,,,
0.015090852,East,8/5/2016,6.95,746,174320.75,173862.75,-4.070,2.79,1055048,2.88,345,,,
0.00073046,East,8/12/2016,6.95,763,174320.75,173862.75,-4.180,2.612,1097985,2.77,346,,,
9.1573E-05,East,8/19/2016,6.95,775,174320.75,173862.75,-4.220,2.617,1069552,2.73,347,,,
0.000454842,East,8/26/2016,6.95,796,174320.75,173862.75,-4.130,2.791,1037375,2.82,348,,,
0.08302212,East,9/2/2016,8.26,812,117619.80,133076.80,-5.320,2.83,1052129,2.94,349,,,
0.00017313,East,9/9/2016,8.26,832,117619.80,133076.80,-5.390,2.749,1033073,2.87,350,,,
0.000774471,East,9/16/2016,8.26,851,117619.80,133076.80,-5.240,2.918,1083994,3.02,351,,,
0.000295,East,9/23/2016,8.26,874,117619.80,133076.80,-5.150,2.997,1067097,3.11,352,,,
0.000377038,East,9/30/2016,8.26,899,117619.80,133076.80,-5.250,2.962,1103354,3.01,353,,,
0.284444444,East,10/7/2016,5.36,913,138413.50,166700.25,-2.450,3.034,1135059,2.91,354,,,
0.011261974,East,10/14/2016,5.36,925,138413.50,166700.25,-2.190,3.268,1184871,3.17,355,,,
0.000187652,East,10/21/2016,5.36,939,138413.50,166700.25,-2.220,3.162,1143189,3.14,356,,,
0.035792549,East,10/28/2016,5.36,940,138413.50,166700.25,-2.640,2.841,1153045,2.72,357,,,
0.137798439,East,11/4/2016,4.16,946,171082.00,168852.25,-1.660,2.851,1172127,2.5,358,,,
0.028451154,East,11/11/2016,4.16,944,171082.00,168852.25,-1.940,2.693,1193024,2.22,359,,,
0.012860028,East,11/18/2016,4.16,935,171082.00,168852.25,-1.720,2.754,1157763,2.44,360,,,
0.034613304,East,11/25/2016,4.16,912,171082.00,168852.25,-1.400,2.986,1153565,2.76,361,,,
0,East,12/2/2016,4.61,899,176305.80,142955.80,-1.400,3.368,1200726,3.21,362,,,
0.11755102,East,12/9/2016,4.61,865,176305.80,142955.80,-0.920,3.667,1240708,3.69,363,,,
0.017013233,East,12/16/2016,4.61,810,176305.80,142955.80,-1.040,3.484,1208078,3.57,364,,,
0.003328402,East,12/23/2016,4.61,757,176305.80,142955.80,-1.100,3.479,1221230,3.51,365,,,
0.02677686,East,12/30/2016,4.61,737,176305.80,142955.80,-0.920,3.804,1255674,3.69,366,,,
,Midwest,1/1/2010,6.48,900,123648.80,4551.40,-0.600,5.77,724087,5.88,1,,,
1.284444444,Midwest,1/8/2010,6.48,820,123648.80,4551.40,0.080,5.818,760159,6.56,2,,,
121,Midwest,1/15/2010,6.48,750,123648.80,4551.40,-0.800,5.61,782549,5.68,3,,,
0.0225,Midwest,1/22/2010,6.48,710,123648.80,4551.40,-0.920,5.625,769887,5.56,4,,,
0.009569943,Midwest,1/29/2010,6.48,661,123648.80,4551.40,-1.010,5.35,782673,5.47,5,,,
0.189785315,Midwest,2/5/2010,6.04,604,130308.00,7166.00,-0.570,5.448,775827,5.47,6,,,
0.019698369,Midwest,2/12/2010,6.04,552,130308.00,7166.00,-0.490,5.37,780477,5.55,7,,,
0.081632653,Midwest,2/19/2010,6.04,502,130308.00,7166.00,-0.630,5.228,794836,5.41,8,,,
0.734693878,Midwest,2/26/2010,6.04,464,130308.00,7166.00,-1.170,4.816,820300,4.87,9,,,
0.026371539,Midwest,3/5/2010,5.72,433,101531.25,4191.50,-0.980,4.664,853259,4.74,10,,,
0.08756768,Midwest,3/12/2010,5.72,422,101531.25,4191.50,-1.270,4.49,859448,4.45,11,,,
0.03000806,Midwest,3/19/2010,5.72,419,101531.25,4191.50,-1.490,4.26,831206,4.23,12,,,
0.02180082,Midwest,3/26/2010,5.72,410,101531.25,4191.50,-1.710,4.034,815340,4.01,13,,,
0.003419856,Midwest,4/2/2010,5.43,410,51518.40,4492.60,-1.610,3.943,844832,3.82,14,,,
0.012499518,Midwest,4/9/2010,5.43,429,51518.40,4492.60,-1.430,4.086,868368,4,15,,,
0.001760477,Midwest,4/16/2010,5.43,444,51518.40,4492.60,-1.370,4.08,879380,4.06,16,,,
0.002610688,Midwest,4/23/2010,5.43,462,51518.40,4492.60,-1.440,4.054,823549,3.99,17,,,
0.013937114,Midwest,4/30/2010,5.43,480,51518.40,4492.60,-1.270,4.13,861875,4.16,18,,,
0.015872032,Midwest,5/7/2010,5.05,506,54637.25,5787.25,-1.110,3.99,868994,3.94,19,,,
0.050726402,Midwest,5/14/2010,5.05,520,54637.25,5787.25,-0.860,4.246,874072,4.19,20,,,
0.006625203,Midwest,5/21/2010,5.05,546,54637.25,5787.25,-0.790,4.21,840409,4.26,21,,,
0.010254767,Midwest,5/28/2010,5.05,567,54637.25,5787.25,-0.870,4.172,842011,4.18,22,,,
0.118906064,Midwest,6/4/2010,5.61,593,49918.75,5520.75,-1.170,4.54,828729,4.44,23,,,
0.06143619,Midwest,6/11/2010,5.61,619,49918.75,5520.75,-0.880,4.768,832563,4.73,24,,,
0.176782025,Midwest,6/18/2010,5.61,645,49918.75,5520.75,-0.510,5.068,825786,5.1,25,,,
0.111111111,Midwest,6/25/2010,5.61,666,49918.75,5520.75,-0.680,4.808,759921,4.93,26,,,
0.363538062,Midwest,7/2/2010,5.75,691,44484.40,4868.80,-1.090,4.685,783430,4.66,27,,,
8.4168E-05,Midwest,7/9/2010,5.75,715,44484.40,4868.80,-1.100,4.513,800607,4.65,28,,,
0.023884298,Midwest,7/16/2010,5.75,735,44484.40,4868.80,-1.270,4.432,785515,4.48,29,,,
0.015872032,Midwest,7/23/2010,5.75,751,44484.40,4868.80,-1.110,4.566,764029,4.64,30,,,
0.009820631,Midwest,7/30/2010,5.75,766,44484.40,4868.80,-1.000,4.762,779372,4.75,31,,,
0.0036,Midwest,8/6/2010,5.74,788,56633.25,5683.50,-0.940,4.63,842038,4.8,32,,,
0.163422363,Midwest,8/13/2010,5.74,808,56633.25,5683.50,-1.320,4.314,828693,4.42,33,,,
0.008264463,Midwest,8/20/2010,5.74,833,56633.25,5683.50,-1.440,4.206,828565,4.3,34,,,
0.055748457,Midwest,8/27/2010,5.74,861,56633.25,5683.50,-1.780,3.89,816477,3.96,35,,,
0.15465219,Midwest,9/3/2010,4.84,886,46731.75,5881.50,-1.080,3.816,827657,3.76,36,,,
0.001371742,Midwest,9/10/2010,4.84,919,46731.75,5881.50,-1.040,3.828,821716,3.8,37,,,
0.040772929,Midwest,9/17/2010,4.84,951,46731.75,5881.50,-0.830,3.998,817004,4.01,38,,,
0,Midwest,9/24/2010,4.84,979,46731.75,5881.50,-0.830,3.922,774120,4.01,39,,,
0.003628974,Midwest,10/1/2010,4.67,1011,46073.00,6334.80,-0.880,3.85,791682,3.79,40,,,
0.094137397,Midwest,10/8/2010,4.67,1039,46073.00,6334.80,-1.150,3.722,794669,3.52,41,,,
0.000680529,Midwest,10/15/2010,4.67,1071,46073.00,6334.80,-1.180,3.626,807824,3.49,42,,,
0.010341856,Midwest,10/22/2010,4.67,1096,46073.00,6334.80,-1.300,3.436,808541,3.37,43,,,
0.002130178,Midwest,10/29/2010,4.67,1120,46073.00,6334.80,-1.360,3.578,796717,3.31,44,,,
0.001946367,Midwest,11/5/2010,4.81,1124,88816.75,4254.00,-1.420,3.868,815270,3.39,45,,,
0.047659195,Midwest,11/12/2010,4.81,1126,88816.75,4254.00,-1.110,4.016,781273,3.7,46,,,
0.00073046,Midwest,11/19/2010,4.81,1115,88816.75,4254.00,-1.080,3.974,749109,3.73,47,,,
0.024777092,Midwest,11/26/2010,4.81,1100,88816.75,4254.00,-0.910,4.3,758702,3.9,48,,,
0.020408163,Midwest,12/3/2010,4.98,1071,117705.00,4983.00,-0.780,4.27,760786,4.2,49,,,
0.111111111,Midwest,12/10/2010,4.98,1017,117705.00,4983.00,-0.520,4.47,785382,4.46,50,,,
0.147928994,Midwest,12/17/2010,4.98,956,117705.00,4983.00,-0.720,4.204,784807,4.26,51,,,
0.055748457,Midwest,12/24/2010,4.98,904,117705.00,4983.00,-0.890,4.133,760034,4.09,52,,,
0.006186088,Midwest,12/31/2010,4.98,866,117705.00,4983.00,-0.820,4.274,767021,4.16,53,,,
0.078673409,Midwest,1/7/2011,5.11,817,163216.75,5653.50,-0.590,4.528,817792,4.52,54,,,
0.010341856,Midwest,1/14/2011,5.11,753,163216.75,5653.50,-0.650,4.455,852133,4.46,55,,,
0.028639053,Midwest,1/21/2011,5.11,696,163216.75,5653.50,-0.540,4.604,836565,4.57,56,,,
0.049382716,Midwest,1/28/2011,5.11,639,163216.75,5653.50,-0.660,4.436,831568,4.45,57,,,
0.12144169,Midwest,2/4/2011,4.94,578,129191.00,5468.25,-0.430,4.37,898069,4.51,58,,,
0.625202812,Midwest,2/11/2011,4.94,510,129191.00,5468.25,-0.770,4.016,944994,4.17,59,,,
0.122954967,Midwest,2/18/2011,4.94,482,129191.00,5468.25,-1.040,3.913,960208,3.9,60,,,
0.003328402,Midwest,2/25/2011,4.94,445,129191.00,5468.25,-1.100,3.891,982208,3.84,61,,,
0.167355372,Midwest,3/4/2011,5.37,412,114795.50,6251.25,-1.550,3.863,956442,3.82,62,,,
0.000166493,Midwest,3/11/2011,5.37,384,114795.50,6251.25,-1.570,3.888,918567,3.8,63,,,
0.002596454,Midwest,3/18/2011,5.37,373,114795.50,6251.25,-1.490,4.024,897569,3.88,64,,,
0.025944777,Midwest,3/25/2011,5.37,369,114795.50,6251.25,-1.250,4.279,873477,4.12,65,,,
0.107584,Midwest,4/1/2011,5.14,346,61579.00,4755.00,-0.840,4.344,906245,4.3,66,,,
0.031887755,Midwest,4/8/2011,5.14,349,61579.00,4755.00,-0.990,4.153,950482,4.15,67,,,
0.000918274,Midwest,4/15/2011,5.14,362,61579.00,4755.00,-1.020,4.153,978580,4.12,68,,,
0.021626298,Midwest,4/22/2011,5.14,362,61579.00,4755.00,-0.870,4.281,930153,4.27,69,,,
0.01902497,Midwest,4/29/2011,5.14,380,61579.00,4755.00,-0.750,4.484,1003421,4.39,70,,,
0.04,Midwest,5/6/2011,5.1,398,60284.75,5534.00,-0.600,4.487,981157,4.5,71,,,
0.284444444,Midwest,5/13/2011,5.1,423,60284.75,5534.00,-0.920,4.204,956074,4.18,72,,,
0.001063327,Midwest,5/20/2011,5.1,447,60284.75,5534.00,-0.950,4.204,915318,4.15,73,,,
0.04432133,Midwest,5/27/2011,5.1,469,60284.75,5534.00,-0.750,4.383,919093,4.35,74,,,
0.017777778,Midwest,6/3/2011,5.5,494,49215.50,5577.75,-0.850,4.699,981615,4.65,75,,,
0.044844291,Midwest,6/10/2011,5.5,517,49215.50,5577.75,-0.670,4.787,1013660,4.83,76,,,
0.16239697,Midwest,6/17/2011,5.5,548,49215.50,5577.75,-0.940,4.508,976498,4.56,77,,,
0.059868719,Midwest,6/24/2011,5.5,576,49215.50,5577.75,-1.170,4.289,960530,4.33,78,,,
0.000657462,Midwest,7/1/2011,5.52,605,47998.20,4872.80,-1.200,4.323,974776,4.32,79,,,
0.000277778,Midwest,7/8/2011,5.52,635,47998.20,4872.80,-1.220,4.23,988230,4.3,80,,,
0.008129535,Midwest,7/15/2011,5.52,660,47998.20,4872.80,-1.110,4.39,980563,4.41,81,,,
0.023455888,Midwest,7/22/2011,5.52,681,47998.20,4872.80,-0.940,4.475,951287,4.58,82,,,
0.036668176,Midwest,7/29/2011,5.52,703,47998.20,4872.80,-1.120,4.303,968004,4.4,83,,,
0.589604592,Midwest,8/5/2011,6.19,724,53151.75,5574.00,-1.980,4.063,981087,4.21,84,,,
0.004310785,Midwest,8/12/2011,6.19,752,53151.75,5574.00,-2.110,4.02,1000246,4.08,85,,,
0.001100604,Midwest,8/19/2011,6.19,784,53151.75,5574.00,-2.180,3.944,998590,4.01,86,,,
0,Midwest,8/26/2011,6.19,815,53151.75,5574.00,-2.180,3.933,975210,4.01,87,,,
0.054730242,Midwest,9/2/2011,5.68,848,39050.80,4597.60,-1.670,3.948,977952,4.01,88,,,
0.000896411,Midwest,9/9/2011,5.68,882,39050.80,4597.60,-1.720,3.943,952674,3.96,89,,,
3.38021E-05,Midwest,9/16/2011,5.68,916,39050.80,4597.60,-1.730,3.918,953117,3.95,90,,,
0.010825621,Midwest,9/23/2011,5.68,953,39050.80,4597.60,-1.910,3.753,913905,3.77,91,,,
0.000438584,Midwest,9/30/2011,5.68,990,39050.80,4597.60,-1.870,3.756,938710,3.81,92,,,
0.124567474,Midwest,10/7/2011,4.74,1023,65553.00,5639.25,-1.210,3.581,968457,3.53,93,,,
0.001707534,Midwest,10/14/2011,4.74,1059,65553.00,5639.25,-1.260,3.576,996833,3.48,94,,,
0.012345679,Midwest,10/21/2011,4.74,1086,65553.00,5639.25,-1.120,3.617,977327,3.62,95,,,
0,Midwest,10/28/2011,4.74,1109,65553.00,5639.25,-1.120,3.66,960199,3.62,96,,,
0.002869898,Midwest,11/4/2011,4.65,1122,91073.00,5731.75,-1.180,3.805,971799,3.47,97,,,
0.001795461,Midwest,11/11/2011,4.65,1123,91073.00,5731.75,-1.230,3.665,996935,3.42,98,,,
0.067684579,Midwest,11/18/2011,4.65,1122,91073.00,5731.75,-1.550,3.386,991038,3.1,99,,,
0.013485952,Midwest,11/25/2011,4.65,1108,91073.00,5731.75,-1.730,3.454,955095,2.92,100,,,
0.067660129,Midwest,12/2/2011,4.65,1093,98317.20,5120.80,-1.280,3.556,943649,3.37,101,,,
0.000244141,Midwest,12/9/2011,4.65,1061,98317.20,5120.80,-1.260,3.429,988215,3.39,102,,,
0.06053162,Midwest,12/16/2011,4.65,1028,98317.20,5120.80,-1.570,3.185,994703,3.08,103,,,
0.000649114,Midwest,12/23/2011,4.65,998,98317.20,5120.80,-1.610,3.132,1000237,3.04,104,,,
0,Midwest,12/30/2011,4.65,964,98317.20,5120.80,-1.610,3.053,1016237,3.04,105,,,
0.129778944,Midwest,1/6/2012,3.95,923,141499.75,5373.25,-1.030,3.033,1096284,2.92,106,,,
0.011405411,Midwest,1/13/2012,3.95,890,141499.75,5373.25,-1.140,2.819,1134701,2.81,107,,,
0.129347492,Midwest,1/20/2012,3.95,831,141499.75,5373.25,-1.550,2.406,1152540,2.4,108,,,
0.012029136,Midwest,1/27/2012,3.95,778,141499.75,5373.25,-1.380,2.618,1203330,2.57,109,,,
0.015175383,Midwest,2/3/2012,3.66,745,125176.75,5066.50,-1.210,2.53,1256019,2.45,110,,,
0.002458848,Midwest,2/10/2012,3.66,702,125176.75,5066.50,-1.150,2.485,1262254,2.51,111,,,
7.56144E-05,Midwest,2/17/2012,3.66,651,125176.75,5066.50,-1.140,2.528,1252913,2.52,112,,,
0.009310557,Midwest,2/24/2012,3.66,619,125176.75,5066.50,-1.030,2.61,1204381,2.63,113,,,
1.1198982,Midwest,3/2/2012,4.57,589,68878.00,4294.60,-2.120,2.506,1216428,2.45,114,,,
0.008032218,Midwest,3/9/2012,4.57,558,68878.00,4294.60,-2.310,2.322,1231889,2.26,115,,,
0.004216563,Midwest,3/16/2012,4.57,550,68878.00,4294.60,-2.460,2.291,1238679,2.11,116,,,
0.000413114,Midwest,3/23/2012,4.57,557,68878.00,4294.60,-2.410,2.318,1231442,2.16,117,,,
0.001721733,Midwest,3/30/2012,4.57,563,68878.00,4294.60,-2.510,2.18,1234227,2.06,118,,,
0.22477421,Midwest,4/6/2012,3.29,564,78256.25,5225.75,-1.320,2.142,1252198,1.97,119,,,
0.000918274,Midwest,4/13/2012,3.29,569,78256.25,5225.75,-1.360,2.017,1308103,1.93,120,,,
0.002649221,Midwest,4/20/2012,3.29,587,78256.25,5225.75,-1.430,1.95,1284741,1.86,121,,,
0.009584821,Midwest,4/27/2012,3.29,597,78256.25,5225.75,-1.290,2.054,1257703,2,122,,,
0.050537828,Midwest,5/4/2012,3.84,607,63096.75,5374.50,-1.580,2.306,1226562,2.26,123,,,
0.001962826,Midwest,5/11/2012,3.84,628,63096.75,5374.50,-1.510,2.438,1222589,2.33,124,,,
0.011227578,Midwest,5/18/2012,3.84,648,63096.75,5374.50,-1.350,2.577,1210292,2.49,125,,,
0.005486968,Midwest,5/25/2012,3.84,669,63096.75,5374.50,-1.250,2.654,1207028,2.59,126,,,
0.200704,Midwest,6/1/2012,4.18,689,49286.00,4148.00,-1.810,2.399,1206991,2.37,127,,,
0.000488386,Midwest,6/8/2012,4.18,709,49286.00,4148.00,-1.850,2.371,1176268,2.33,128,,,
0.002366691,Midwest,6/15/2012,4.18,727,49286.00,4148.00,-1.940,2.319,1185328,2.24,129,,,
0.020831119,Midwest,6/22/2012,4.18,746,49286.00,4148.00,-1.660,2.581,1145017,2.52,130,,,
0.020902889,Midwest,6/29/2012,4.18,764,49286.00,4148.00,-1.420,2.756,1115630,2.76,131,,,
0.009720294,Midwest,7/6/2012,4.4,775,70846.50,5326.75,-1.560,2.861,1116158,2.84,132,,,
0.000164366,Midwest,7/13/2012,4.4,789,70846.50,5326.75,-1.580,2.844,1117917,2.82,133,,,
0.004005768,Midwest,7/20/2012,4.4,801,70846.50,5326.75,-1.480,2.93,1123235,2.92,134,,,
0.020133309,Midwest,7/27/2012,4.4,820,70846.50,5326.75,-1.270,3.098,1126758,3.13,135,,,
0.427118854,Midwest,8/3/2012,5.22,839,45727.20,4269.20,-2.100,3.078,1112252,3.12,136,,,
0.009070295,Midwest,8/10/2012,5.22,858,45727.20,4269.20,-2.300,2.904,1076707,2.92,137,,,
0.004253308,Midwest,8/17/2012,5.22,887,45727.20,4269.20,-2.450,2.751,1086018,2.77,138,,,
6.66389E-05,Midwest,8/24/2012,5.22,913,45727.20,4269.20,-2.430,2.776,1080414,2.79,139,,,
0.000829819,Midwest,8/31/2012,5.22,936,45727.20,4269.20,-2.500,2.69,1101920,2.72,140,,,
0.234256,Midwest,9/7/2012,4.11,964,54899.00,5150.50,-1.290,2.777,1133496,2.82,141,,,
0.002163332,Midwest,9/14/2012,4.11,991,54899.00,5150.50,-1.230,2.969,1122990,2.88,142,,,
0.009518144,Midwest,9/21/2012,4.11,1018,54899.00,5150.50,-1.350,2.816,1067076,2.76,143,,,
0.015857339,Midwest,9/28/2012,4.11,1044,54899.00,5150.50,-1.180,3.08,1147792,2.93,144,,,
0.069017524,Midwest,10/5/2012,4.09,1067,73932.00,5294.25,-0.870,3.442,1187378,3.22,145,,,
0.002113886,Midwest,10/12/2012,4.09,1081,73932.00,5294.25,-0.830,3.512,1188592,3.26,146,,,
0.003628974,Midwest,10/19/2012,4.09,1100,73932.00,5294.25,-0.780,3.519,1204690,3.31,147,,,
0.016436555,Midwest,10/26/2012,4.09,1119,73932.00,5294.25,-0.680,3.454,1183848,3.41,148,,,
0.02616782,Midwest,11/2/2012,4.23,1124,80542.60,4084.00,-0.790,3.621,1175941,3.44,149,,,
0.002563692,Midwest,11/9/2012,4.23,1118,80542.60,4084.00,-0.830,3.572,1150704,3.4,150,,,
0.028451154,Midwest,11/16/2012,4.23,1107,80542.60,4084.00,-0.690,3.712,1156533,3.54,151,,,
0.010291955,Midwest,11/23/2012,4.23,1103,80542.60,4084.00,-0.620,3.839,1164799,3.61,152,,,
0.006503642,Midwest,11/30/2012,4.23,1072,80542.60,4084.00,-0.570,3.681,1152312,3.66,153,,,
1.035395506,Midwest,12/7/2012,4.56,1062,121237.50,5246.75,-1.150,3.609,1137704,3.41,154,,,
